"geoid","neighborhood","parks_mindist_topcode","parks_aland_1mi","library_mindist_topcode","grocery_mindist_topcode","n_grocery_0.5mi","walk_duration","walk_distance","walk_status","transit_duration","transit_distance","transit_status","NAME","variable","median_rent_est","median_rent_moe","tract_aland_for_landuse","singlefamily_aland","multifamily_aland","tract_pct_singlefamily","tract_pct_multifamily","walk_distance_bool","transit_duration_bool","median_rent_bool","parks_aland_1mi_scale","library_mindist_scale","n_grocery_0.5mi_scale","median_rent_bool_score","walk_distance_bool_score","transit_duration_bool_score","parks_aland_1mi_scale_score","library_mindist_scale_score","n_grocery_0.5mi_scale_score","tract_pct_singlefamily_score","tract_pct_multifamily_score","overall_score","avg_nhood_score","avg_nhood_rank"
"17031834000","Roseland",0.232422874300976,0.107064945311942,0.841747047921162,0.61858483463512,0,235.4,11.5891944772727,"OK",50.4333333333333,12.5939517272727,"OK","Census Tract 8340, Cook County, Illinois","DP04_0134",1148,42,10427348.4090538,4208926.88009472,97130.4897659819,0.403643065809541,0.00931497500185627,0,0,1,0.111805500122841,0.0542466826329268,0,0.25,0,0,0.0111805500122841,0.00542466826329268,0,0.020182153290477,0.000931497500185627,0.28771886906624,0.244229037917436,71
"17031670400","Englewood",0.230665585297526,0.177529992727245,0.779781584319312,0.383842572907521,3,172.483333333333,8.47550333333333,"OK",51.4333333333333,9.64803081060606,"OK","Census Tract 6704, Cook County, Illinois","DP04_0134",1036,262,3516783.84371471,975749.519953619,596023.615908469,0.277455073531887,0.169479741262375,0,0,1,0.18539055491826,0.0585574036166058,0.272727272727273,0.25,0,0,0.018539055491826,0.00585574036166058,0.0272727272727273,0.0138727536765944,0.0169479741262375,0.332488250929046,0.347454303292361,35
"17031691300","Grand Crossing",0.614731541492451,0.0687168933114402,0.357562946402302,0.296253875145256,3,194.45,9.61571950757576,"OK",42.5833333333333,10.3700641590909,"OK","Census Tract 6913, Cook County, Illinois","DP04_0134",957,44,6963815.85512984,3019506.56817212,621226.668385223,0.433599427524756,0.0892077966030078,0,1,1,0.0717594970154677,0.127703346851849,0.272727272727273,0.25,0,0.15,0.00717594970154677,0.0127703346851849,0.0272727272727273,0.0216799713762378,0.00892077966030078,0.477819762695998,0.410413141125447,21
"17031810501","Dunning",1.001,0,1.33186977892778,0.679687091753524,0,257.05,12.5827670454545,"OK",72.6,14.1442729015152,"OK","Census Tract 8105.01, Cook County, Illinois","DP04_0134",1263,1080,24462040.756789,9811297.16102256,238605.575241519,0.401082528582559,0.0097541156771762,0,0,0,0,0.0342841212318388,0,0,0,0,0,0.00342841212318388,0,0.020054126429128,0.00097541156771762,0.0244579501200295,0.24617143092594,70
"17031250800","Austin",0.0195753725035236,0.0367526603290355,0.785211098815763,0.28839565018321,4,149.783333333333,7.29862625757576,"OK",51.75,8.448163,"OK","Census Tract 2508, Cook County, Illinois","DP04_0134",1114,88,6075560.3777777,1374128.89017951,723205.278105753,0.226173193044974,0.119035156123374,0,0,1,0.0383799716794363,0.0581524955959596,0.363636363636364,0.25,0,0,0.00383799716794363,0.00581524955959596,0.0363636363636364,0.0113086596522487,0.0119035156123374,0.319229058355762,0.368089115064338,31
"17031491100","Roseland",0.21501111331123,0.0724247175371412,1.07837064411378,0.260500789967174,1,272.083333333333,13.4694637651515,"OK",63.4166666666667,14.8352376893939,"OK","Census Tract 4911, Cook County, Illinois","DP04_0134",1227,512,14168832.7625048,6973601.8180754,150814.584955216,0.492178991379569,0.0106441079151078,0,0,1,0.0756314939675442,0.0423434977714067,0.0909090909090909,0.25,0,0,0.00756314939675442,0.00423434977714067,0.00909090909090909,0.0246089495689785,0.00106441079151078,0.296561768625293,0.244229037917436,71
"17031110300","Jefferson Park",0.192907736513353,0.0581311082224856,1.22909869063864,0.178186145596096,2,218.833333333333,10.6645941136364,"OK",53.0833333333333,11.2921790378788,"OK","Census Tract 1103, Cook County, Illinois","DP04_0134",1116,115,13008238.0420677,6901558.21026809,550095.736662766,0.530552884099211,0.0422882587852249,0,0,1,0.0607050011427511,0.0371507880641026,0.181818181818182,0.25,0,0,0.00607050011427511,0.00371507880641026,0.0181818181818182,0.0265276442049605,0.00422882587852249,0.308723867185987,0.228621551521459,80
"17031063200","Lake View",0,0.595050594853916,0.428540910574335,0.468349774896904,1,77.9166666666667,3.86617168181818,"OK",23.0333333333333,4.0482334469697,"OK","Census Tract 632, Cook County, Illinois","DP04_0134",1556,142,4844772.48317885,213303.77121752,1181070.14085402,0.0440276136718731,0.243782374704843,0,1,0,0.621397873619571,0.10655221902755,0.0909090909090909,0,0,0.15,0.0621397873619571,0.010655221902755,0.00909090909090909,0.00220138068359366,0.0243782374704843,0.258465536509699,0.250535371511878,69
"17031830800","Lincoln Square",0.365668702213016,0.0708642784126333,0.444204111921757,0.260789300560927,1,133.983333333333,6.57286468181818,"OK",49.8333333333333,9.69463365151515,"OK","Census Tract 8308, Cook County, Illinois","DP04_0134",1231,92,3621506.14588463,389340.153168898,633589.701049252,0.107507798547113,0.174951988351378,0,0,1,0.0740019626936195,0.102795052410108,0.0909090909090909,0.25,0,0,0.00740019626936195,0.0102795052410108,0.00909090909090909,0.00537538992735567,0.0174951988351378,0.299641199363775,0.158405479255081,90
"17031840000","Bridgeport",0.194335388860682,0.103161432007858,0.415871625271489,0.389597722866376,1,92.4833333333333,4.51301911363636,"OK",28.3666666666667,4.61616673484848,"OK","Census Tract 8400, Cook County, Illinois","DP04_0134",976,249,6251661.48194402,1609379.6317774,644184.206031172,0.257432306023862,0.103042080555976,0,1,1,0.107729149493533,0.10979826992518,0.0909090909090909,0.25,0,0.15,0.0107729149493533,0.010979826992518,0.00909090909090909,0.0128716153011931,0.0103042080555977,0.454019474389571,0.432085819221062,14
"17031151100","Portage Park",0.00482241644556691,0.0743829439598633,0.43437906556224,0.252716009456937,3,178.05,8.65383687121212,"OK",60.5166666666667,9.38394804545455,"OK","Census Tract 1511, Cook County, Illinois","DP04_0134",1084,94,7113220.58729255,2035511.70761243,1713521.64386388,0.286158946237205,0.24089252158509,0,0,1,0.0776764255173462,0.105120132588986,0.272727272727273,0.25,0,0,0.00776764255173462,0.0105120132588986,0.0272727272727273,0.0143079473118603,0.024089252158509,0.33394958255373,0.302977472433446,47
"17031351100","Douglas",0.137526857899335,0.471375882185197,0.323794458957469,0.362943148333552,2,92.5,4.58261268939394,"OK",38.0666666666667,4.65407037878788,"OK","Census Tract 3511, Cook County, Illinois","DP04_0134",466,91,3741848.44328436,216911.405151857,581558.25299782,0.0579690515101316,0.155420044882247,0,1,1,0.492247169229938,0.141021514428633,0.181818181818182,0.25,0,0.15,0.0492247169229938,0.0141021514428633,0.0181818181818182,0.00289845257550658,0.0155420044882247,0.499949143611407,0.428265408356942,17
"17031840200","Bridgeport",0.0268306222993719,0.0938093650605637,0.836808823275268,0.497118504861203,2,80.5,3.91650275,"OK",29.4666666666667,4.66401231818182,"OK","Census Tract 8402, Cook County, Illinois","DP04_0134",1022,165,9297867.46399958,896540.757633847,484984.977425116,0.0964243425823355,0.0521608830522621,0,1,1,0.0979629975641772,0.0545668062952078,0.181818181818182,0.25,0,0.15,0.00979629975641772,0.00545668062952078,0.0181818181818182,0.00482121712911678,0.00521608830522621,0.4434721040021,0.432085819221062,14
"17031810000","Rogers Park",0.373805553329812,0.0428376217055179,1.48670989822721,0.571414648363006,0,217.85,10.7261098636364,"OK",53.8166666666667,11.970095030303,"OK","Census Tract 8100, Cook County, Illinois","DP04_0134",1566,142,11363799.2347746,2201716.73959239,2013766.59989736,0.193748296155644,0.177208920915726,0,0,0,0.0447343591770769,0.0307134465306452,0,0,0,0,0.00447343591770769,0.00307134465306452,0,0.00968741480778221,0.0177208920915726,0.0349530874701271,0.340171524575214,36
"17031825700","Hegewisch",1.001,0,1.51456679914258,0.988115284792856,0,410.116666666667,20.4611326439394,"OK",56.7333333333333,20.4779096666667,"OK","Census Tract 8257, Cook County, Illinois","DP04_0134",1006,91,53971371.2821465,5413794.02816849,767047.34098155,0.100308624731189,0.0142121151039808,0,0,1,0,0.0301485447796903,0,0.25,0,0,0,0.00301485447796903,0,0.00501543123655944,0.00142121151039808,0.259451497224927,0.266725535055389,62
"17031061000","Lake View",0.180778155029217,0.403841154785228,0.639198346052655,0.127927433576667,4,99.1333333333333,4.85788013636364,"OK",30.0666666666667,5.76197525,"OK","Census Tract 610, Cook County, Illinois","DP04_0134",1810,112,1860736.49183071,28810.9309668993,723147.211971877,0.0154836168868561,0.3886349384487,0,1,0,0.421722181330177,0.0714363315358467,0.363636363636364,0,0,0.15,0.0421722181330177,0.00714363315358467,0.0363636363636364,0.000774180844342804,0.03886349384487,0.275317162339452,0.250535371511878,69
"17031090100","Edison Park",0.371777422096723,0.0182383968436752,1.54715945459404,0.790731013516337,0,284.616666666667,13.94357,"OK",66.7666666666667,14.62024325,"OK","Census Tract 901, Cook County, Illinois","DP04_0134",936,44,9973173.87706041,6005573.04823528,171297.68035306,0.602172700713548,0.0171758441660249,0,0,1,0.0190459451934032,0.0295134317475788,0,0.25,0,0,0.00190459451934032,0.00295134317475788,0,0.0301086350356774,0.00171758441660249,0.286682157146378,0.205689681032422,87
"17031832200","Bucktown",0.242313270310503,0.0572507870497007,0.561663552798318,0.222127337406335,3,88.4166666666667,4.25825691666667,"OK",38.35,4.58261268939394,"OK","Census Tract 8322, Cook County, Illinois","DP04_0134",1432,128,4311378.9208785,616929.875537578,1074519.03645282,0.143093401637699,0.249228624106617,0,1,0,0.0597857016586373,0.0812977533227593,0.272727272727273,0,0,0.15,0.00597857016586373,0.00812977533227593,0.0272727272727273,0.00715467008188497,0.0249228624106617,0.223458605263414,0.216938364524459,84
"17031580100","Brighton Park",0.359361784902944,0.151803442866044,0.905150445323982,0.199904830967157,2,129.766666666667,6.35538475757576,"OK",41.7,7.30670408333333,"OK","Census Tract 5801, Cook County, Illinois","DP04_0134",987,289,8182536.96014285,1246538.95547145,654868.752817722,0.152341377930016,0.0800324833248647,0,1,1,0.158524900942663,0.0504468458273127,0.181818181818182,0.25,0,0.15,0.0158524900942663,0.00504468458273127,0.0181818181818182,0.00761706889650081,0.00800324833248647,0.454699310087803,0.380246778498688,27
"17031610800","New City",0.13679751306821,0.0665145517013213,0.329908390553312,0.432145505841563,1,121.05,5.91110434090909,"OK",37.4666666666667,6.31375288636364,"OK","Census Tract 6108, Cook County, Illinois","DP04_0134",1032,185,3629727.13412571,810989.991819463,584939.750174594,0.223430016045767,0.161152540827422,0,1,1,0.0694596414983956,0.138408074099599,0.0909090909090909,0.25,0,0.15,0.00694596414983956,0.0138408074099599,0.00909090909090909,0.0111715008022883,0.0161152540827422,0.457164435535739,0.356254913586274,33
"17031191200","Belmont Cragin",0.404501969796667,0.034634117279257,0.84935144742438,0.310022797744772,4,163.75,7.95355151515152,"OK",62.55,7.99766887121212,"OK","Census Tract 1912, Cook County, Illinois","DP04_0134",1134,77,7607234.38733172,466335.01669679,1245659.47884548,0.0613015181277147,0.163746693663057,0,0,1,0.0361676251030463,0.0537610021202062,0.363636363636364,0.25,0,0,0.00361676251030463,0.00537610021202062,0.0363636363636364,0.00306507590638573,0.0163746693663057,0.314796244358653,0.339322718491781,37
"17031390500","Kenwood",0.276694089093011,0.530066622574514,0.515493525312735,0.341240099023482,3,130,6.48773682575758,"OK",40.55,7.61241871969697,"OK","Census Tract 3905, Cook County, Illinois","DP04_0134",1219,140,3513511.40374899,1934414.60701173,706126.745038864,0.550564487978513,0.200974655805987,0,1,1,0.55353658158324,0.0885791629256265,0.272727272727273,0.25,0,0.15,0.055353658158324,0.00885791629256265,0.0272727272727273,0.0275282243989256,0.0200974655805987,0.539109991703138,0.434106888394268,11
"17031040201","Lincoln Square",0.23835397553864,0.211552369437887,0.776852798255151,0.2761978045386,3,152.383333333333,7.43035695454545,"OK",56.85,10.7074687272727,"OK","Census Tract 402.01, Cook County, Illinois","DP04_0134",1394,117,7756250.6476737,1161732.86521052,2659083.0422473,0.14978021185519,0.342830984071516,0,0,0,0.220919353185686,0.0587781688736159,0.272727272727273,0,0,0,0.0220919353185686,0.00587781688736159,0.0272727272727273,0.0074890105927595,0.0342830984071516,0.0970145884785685,0.158405479255081,90
"17031812600","Austin",0.370631877826371,0.217781584120445,0.813162525802994,0.531161512563072,0,171.633333333333,8.39596781818182,"OK",42.5166666666667,8.84086960606061,"OK","Census Tract 8126, Cook County, Illinois","DP04_0134",1071,45,6770539.37143421,2473175.24820911,1372217.89432639,0.36528481890878,0.202674826782037,0,1,1,0.227424381147235,0.0561535775651876,0,0.25,0,0.15,0.0227424381147235,0.00561535775651876,0,0.018264240945439,0.0202674826782037,0.466889519494885,0.368089115064338,31
"17031063100","Lake View",0.107518001053799,0.532259648596673,0.136871011721297,0.445632300635931,2,84.5833333333333,4.15510929545455,"OK",34.0166666666667,4.48008643939394,"OK","Census Tract 631, Cook County, Illinois","DP04_0134",1480,144,1721995.18660456,56052.0139808437,759771.338337198,0.0325506217536922,0.441215715495303,0,1,0,0.555826709042564,0.333613263988736,0.181818181818182,0,0,0.15,0.0555826709042564,0.0333613263988736,0.0181818181818182,0.00162753108768461,0.0441215715495303,0.302874918122163,0.250535371511878,69
"17031070300","Sheffield & DePaul",0.128697818898157,0.333314225015332,0.429173806577931,0.132658747192229,2,74.1333333333333,3.62259416666667,"OK",30.9666666666667,4.89826926515151,"OK","Census Tract 703, Cook County, Illinois","DP04_0134",2214,219,3493474.54601383,388411.163017133,1186870.85489595,0.111181907267744,0.339739373870694,0,1,0,0.3480725041919,0.106395088110977,0.181818181818182,0,0,0.15,0.03480725041919,0.0106395088110977,0.0181818181818182,0.00555909536338718,0.0339739373870694,0.253161610162562,0.238860535715577,74
"17031839900","Bridgeport",0.0384818134709805,0.0557177138378264,0.411417898073981,0.306553226238942,1,104.1,5.10145765151515,"OK",45.35,6.14722540151515,"OK","Census Tract 8399, Cook County, Illinois","DP04_0134",1225,210,12543774.1119847,1976331.71169522,1277781.75320109,0.157554791249546,0.101865813414182,0,0,1,0.058184747988142,0.110986870477792,0.0909090909090909,0.25,0,0,0.0058184747988142,0.0110986870477792,0.00909090909090909,0.00787773956247732,0.0101865813414182,0.294072391841398,0.432085819221062,14
"17031612000","New City",0.129280133584725,0.113080415060032,0.248254734287692,0.131378744620179,4,148.95,7.35703515151515,"OK",46.5,7.68263366666667,"OK","Census Tract 6120, Cook County, Illinois","DP04_0134",829,66,3510645.66979861,508379.55507089,810642.916568509,0.144810841904205,0.230909921654102,0,0,1,0.11808731908515,0.183931980579539,0.363636363636364,0.25,0,0,0.011808731908515,0.0183931980579539,0.0363636363636364,0.00724054209521027,0.0230909921654102,0.346897100590726,0.356254913586274,33
"17031241000","Humboldt Park",0.132284211059393,0.339439905979441,0.589672263491185,0.149375753513203,3,92.45,4.44404690909091,"OK",37.8833333333333,4.7895293030303,"OK","Census Tract 2410, Cook County, Illinois","DP04_0134",1490,125,2229607.488415,227695.007727024,803214.628611051,0.102123359788717,0.360249341099067,0,1,0,0.354469414233648,0.0774362095572178,0.272727272727273,0,0,0.15,0.0354469414233648,0.00774362095572178,0.0272727272727273,0.00510616798943586,0.0360249341099067,0.261594391751156,0.378846497764744,28
"17031063400","Lake View",0.251017142230347,0.551082263821911,0.380005317972176,0.266614906405191,2,75.1333333333333,3.69591596969697,"OK",31.35,4.75100428787879,"OK","Census Tract 634, Cook County, Illinois","DP04_0134",1730,193,1715506.11123279,80161.3770323331,540325.208302821,0.046727538017762,0.314965481477962,0,1,0,0.575482740274319,0.120161436712119,0.181818181818182,0,0,0.15,0.0575482740274319,0.0120161436712119,0.0181818181818182,0.0023363769008881,0.0314965481477962,0.271579160929146,0.250535371511878,69
"17031030500","Edgewater",0.153329814341466,0.157737331735819,0.343808676544259,0.365131052821097,5,155.55,7.59812718181818,"OK",44.5166666666667,7.96038659848485,"OK","Census Tract 305, Cook County, Illinois","DP04_0134",1453,114,6705299.221892,579902.214583381,2714827.85466752,0.0864841665365312,0.404877957691125,0,1,0,0.164721526839454,0.132812194924069,0.454545454545455,0,0,0.15,0.0164721526839454,0.0132812194924069,0.0454545454545455,0.00432420832682656,0.0404877957691125,0.270019921726837,0.449288040831697,5
"17031805402","Edison Park",1.001,0,1.54715945459404,0.988115284792856,0,297.416666666667,14.5307657954545,"OK",67.15,15.127903530303,"OK","Census Tract 8054.02, Cook County, Illinois","DP04_0134",1232,861,21239395.2723372,12187650.3266764,497419.161995603,0.573822849963624,0.0234196480463574,0,0,1,0,0.0295134317475788,0,0.25,0,0,0,0.00295134317475788,0,0.0286911424981812,0.00234196480463574,0.283984450477575,0.205689681032422,87
"17031700100","Ashburn",0.627072858188348,0.169931190800551,1.13716565216156,0.665192087805891,0,232.15,11.4220456212121,"OK",66.4666666666667,13.6782444924242,"OK","Census Tract 7001, Cook County, Illinois","DP04_0134",1425,160,24929615.5176865,3804784.18786508,149224.059826713,0.152621053668708,0.00598581473191373,0,0,0,0.177455297983573,0.0401542069785406,0,0,0,0,0.0177455297983573,0.00401542069785406,0,0.00763105268343538,0.000598581473191373,0.0299905846528381,0.142600181729719,91
"17031831200","Hermosa",0.146812555610848,0.0423758547357209,0.381860344560646,0.136319536214506,7,133.683333333333,6.45542552272727,"OK",55.1833333333333,7.88147245454545,"OK","Census Tract 8312, Cook County, Illinois","DP04_0134",878,119,6048852.77250981,952165.912802488,1527669.41651749,0.157412644779485,0.252555232202093,0,0,1,0.0442521463776594,0.119577708490048,0.636363636363636,0.25,0,0,0.00442521463776594,0.0119577708490048,0.0636363636363636,0.00787063223897423,0.0252555232202093,0.363145504582318,0.336384749816312,39
"17031062900","Lake View",0.217037808781702,0.0553216301897208,0.59878326837349,0.625528771142891,0,85.8833333333333,4.18679922727273,"OK",29.4666666666667,5.02005802272727,"OK","Census Tract 629, Cook County, Illinois","DP04_0134",1633,114,3506895.63292599,507886.03705447,1518836.68563626,0.144824964930797,0.433100053328081,0,1,0,0.0577711267955294,0.0762579507103072,0,0,0,0.15,0.00577711267955294,0.00762579507103072,0,0.00724124824653983,0.0433100053328081,0.213954161329932,0.250535371511878,69
"17031550200","Hegewisch",0,0.456202810511004,0.884991261695889,0.866488829007051,0,409.85,20.4108015757576,"OK",NA,NA,"ZERO_RESULTS","Census Tract 5502, Cook County, Illinois","DP04_0134",1092,150,58153700.7523162,4547498.90464403,192447.704021739,0.0781979280048295,0.00330929418991574,0,NA,1,0.476402273760275,0.051595972685969,0,0.25,0,NA,0.0476402273760275,0.0051595972685969,0,0.00390989640024148,0.000330929418991574,NA,0.266725535055389,62
"17031260200","Garfield Park",0.00289755219872262,0.289369549235397,0.371807732513526,0.332496637201328,5,115.183333333333,5.55816549242424,"OK",26.6166666666667,5.5656219469697,"OK","Census Tract 2602, Cook County, Illinois","DP04_0134",1137,51,3533821.65617013,289092.80859074,438382.102932867,0.0818074132535744,0.124053261761935,0,1,1,0.302182073491201,0.122810745911857,0.454545454545455,0.25,0,0.15,0.0302182073491201,0.0122810745911857,0.0454545454545455,0.00409037066267872,0.0124053261761935,0.504449524233723,0.436446422820349,9
"17031670300","Englewood",0.190072706777364,0.172136440829396,0.685378646225511,0.133126655394043,3,167.433333333333,8.22384799242424,"OK",50.8333333333333,8.84211234848485,"OK","Census Tract 6703, Cook County, Illinois","DP04_0134",691,319,3512407.63256693,470900.512816643,602675.872947427,0.134067728486429,0.171584831828583,0,0,1,0.17975819069652,0.0666230049874622,0.272727272727273,0.25,0,0,0.017975819069652,0.00666230049874622,0.0272727272727273,0.00670338642432144,0.0171584831828583,0.325772716448305,0.347454303292361,35
"17031590500","Mckinley Park",0.002424388881036,0.135442393149053,0.411886767542587,0.148440571674036,2,120.366666666667,5.8937059469697,"OK",32.75,6.66544899242424,"OK","Census Tract 5905, Cook County, Illinois","DP04_0134",939,141,6528295.64196694,542339.67845954,693466.601142875,0.0830752325267144,0.106224754388412,0,1,1,0.141439426880045,0.110860529067764,0.181818181818182,0.25,0,0.15,0.0141439426880045,0.0110860529067764,0.0181818181818182,0.00415376162633572,0.0106224754388412,0.458188050841776,0.465290765371127,3
"17031660700","Chicago Lawn",0.156135869020903,0.167304293952446,0.753463767423725,0.531506817307351,0,199.616666666667,9.80088812878788,"OK",55.2333333333333,10.9032006590909,"OK","Census Tract 6607, Cook County, Illinois","DP04_0134",828,126,5193098.41385984,1653315.32223535,173352.036459824,0.318367800968844,0.0333812346011324,0,0,1,0.174712089036725,0.0606027614598001,0,0.25,0,0,0.0174712089036725,0.00606027614598001,0,0.0159183900484422,0.00333812346011324,0.292787998558208,0.320223547386395,42
"17031430200","South Shore",0.254779998991959,0.677587169470395,1.03110521552467,0.469399971027945,1,191.2,9.49268800757576,"OK",39.35,9.34418028787879,"OK","Census Tract 4302, Cook County, Illinois","DP04_0134",917,67,7116539.96543765,2394705.73129502,1580168.6890148,0.33649859944934,0.222041708005447,0,1,1,0.707588951161665,0.0442845058664042,0.0909090909090909,0.25,0,0.15,0.0707588951161665,0.00442845058664042,0.00909090909090909,0.016824929972467,0.0222041708005447,0.523307355566728,0.449738192413366,4
"17031251700","Austin",0.00381025651855152,0.0347235365416953,0.31502650860387,0.557342594318407,0,138.6,6.75057684848485,"OK",38.3833333333333,7.00596041666667,"OK","Census Tract 2517, Cook County, Illinois","DP04_0134",1222,157,5194628.33733904,606361.219346042,422602.590043876,0.116728508753458,0.0813537682775502,0,1,1,0.0362610036157649,0.144946484561399,0,0.25,0,0.15,0.00362610036157649,0.0144946484561399,0,0.00583642543767291,0.00813537682775502,0.432092551083144,0.368089115064338,31
"17031431400","South Shore",0,0.304150935569623,0.662658482590717,0.409745336441707,2,231.7,11.5419702651515,"OK",43.1166666666667,10.8957442045455,"OK","Census Tract 4314, Cook County, Illinois","DP04_0134",863,40,11159021.5882152,1188742.43163243,2389908.00477927,0.106527478438417,0.214168239203264,0,1,1,0.317617940821933,0.0689072669639164,0.181818181818182,0.25,0,0.15,0.0317617940821933,0.00689072669639164,0.0181818181818182,0.00532637392192087,0.0214168239203264,0.48357753680265,0.449738192413366,4
"17031020100","West Ridge",0.285425188814854,0.200106875440561,0.753766441190588,0.199337951327958,2,203.633333333333,9.98729949242424,"OK",64.7833333333333,12.236663280303,"OK","Census Tract 201, Cook County, Illinois","DP04_0134",1191,103,4391247.17375946,686128.745385321,1330194.69086541,0.156249174377016,0.30291956663569,0,0,1,0.208967082750246,0.0605784265132026,0.181818181818182,0.25,0,0,0.0208967082750246,0.00605784265132026,0.0181818181818182,0.00781245871885081,0.030291956663569,0.333240784490583,0.230468446791302,78
"17031240200","Wicker Park",0.0942258579134031,0.0455400010712265,0.521649826557618,0.25841965013589,5,72.3666666666667,3.45606668181818,"OK",36.15,4.20544036363636,"OK","Census Tract 2402, Cook County, Illinois","DP04_0134",1742,252,1788302.79544754,450944.627348966,350747.496037294,0.252163463870285,0.196134288292892,0,1,0,0.0475563928093213,0.0875337873053788,0.454545454545455,0,0,0.15,0.00475563928093213,0.00875337873053788,0.0454545454545455,0.0126081731935143,0.0196134288292893,0.241185165488819,0.240183938899575,73
"17031843500","Little Village",0.172103608128742,0.041832869135032,0.893599091665939,0.42508721853261,1,129.033333333333,6.23546011363636,"OK",46.4166666666667,7.31975287878788,"OK","Census Tract 8435, Cook County, Illinois","DP04_0134",831,129,21944583.7794647,259040.516515965,280599.063376118,0.0118043030170556,0.0127867115729347,0,0,1,0.0436851187995138,0.0510989608109992,0.0909090909090909,0.25,0,0,0.00436851187995138,0.00510989608109992,0.00909090909090909,0.000590215150852781,0.00127867115729347,0.270438203360107,0.440913210827454,7
"17031823500","Morgan Park",0.977461754522156,0.000533396382417929,1.54715945459404,0.988115284792856,0,334.15,16.5253673863636,"OK",86.0666666666667,19.5663580984848,"OK","Census Tract 8235, Cook County, Illinois","DP04_0134",963,66,12014880.532546,5425353.67330879,1384365.16839011,0.45155286052263,0.115220885021715,0,0,1,0.000557013774454328,0.0295134317475788,0,0.25,0,0,5.57013774454328e-05,0.00295134317475788,0,0.0225776430261315,0.0115220885021715,0.287106776080506,0.267133023726575,61
"17031671100","Englewood",0.128697438587352,0.128797718721098,0.38776342011813,0.201266644968939,2,186.233333333333,9.16336126515152,"OK",44.7166666666667,10.6123989318182,"OK","Census Tract 6711, Cook County, Illinois","DP04_0134",879,71,2638248.9772557,494062.232529234,366861.862692015,0.187268994241459,0.139055057295473,0,1,1,0.134500543705851,0.117757329847853,0.181818181818182,0.25,0,0.15,0.0134500543705851,0.0117757329847853,0.0181818181818182,0.00936344971207296,0.0139055057295473,0.466676560978809,0.347454303292361,35
"17031190602","Belmont Cragin",0.393464297237726,0.104967780933774,1.00880841477262,0.228422424535559,8,180.55,8.78929579545455,"OK",70.6833333333333,8.90735632575758,"OK","Census Tract 1906.02, Cook County, Illinois","DP04_0134",1165,281,6633819.33248651,2809058.92646692,806624.585208636,0.423445195848289,0.121592787620626,0,0,1,0.109615478809538,0.0452632871585178,0.727272727272727,0.25,0,0,0.0109615478809538,0.00452632871585178,0.0727272727272727,0.0211722597924144,0.0121592787620626,0.371546687878555,0.339322718491781,37
"17031170900","Dunning",0.594928755665745,0.0572647580425655,0.498320878096344,0.246745796171509,3,229.683333333333,11.21637175,"OK",72.9,11.8203445681818,"OK","Census Tract 1709, Cook County, Illinois","DP04_0134",1295,151,3453285.19539285,1988155.11670244,274747.087954699,0.575728619042213,0.0795610766006958,0,0,0,0.0598002912504025,0.0916316914920713,0.272727272727273,0,0,0,0.00598002912504025,0.00916316914920713,0.0272727272727273,0.0287864309521106,0.00795610766006958,0.0791584641591549,0.24617143092594,70
"17031062200","Lake View",0.166400056216977,0.165364272967647,0.572683595260394,0.538853453382159,0,92.7166666666667,4.55030138636364,"OK",31.1833333333333,5.35621984848485,"OK","Census Tract 622, Cook County, Illinois","DP04_0134",1856,147,2622441.73566371,254682.551710076,1035085.22673777,0.0971165720277168,0.394702849890315,0,1,0,0.172686169013861,0.0797333559817096,0,0,0,0.15,0.0172686169013861,0.00797333559817097,0,0.00485582860138584,0.0394702849890315,0.219568066089974,0.250535371511878,69
"17031190601","Belmont Cragin",0.0029946020097516,0.130670379954623,0.699732973492886,0.282415851774378,5,190.216666666667,9.26215928787879,"OK",64.05,12.0962333863636,"OK","Census Tract 1906.01, Cook County, Illinois","DP04_0134",1236,232,7480546.10598439,1988067.78226593,944153.748276825,0.265765059675989,0.126214548363188,0,0,1,0.136456121464425,0.0652563001824103,0.454545454545455,0.25,0,0,0.0136456121464425,0.00652563001824103,0.0454545454545455,0.0132882529837995,0.0126214548363188,0.341535495439347,0.339322718491781,37
"17031260400","Garfield Park",0.146821778576435,0.0803420385734911,0.730027709709451,0.160805784847257,4,124.916666666667,6.05215560606061,"OK",36.2833333333333,6.88914262878788,"OK","Census Tract 2604, Cook County, Illinois","DP04_0134",871,149,3529093.56692696,158831.228970738,672705.015538322,0.0450062391258854,0.190616939670459,0,1,1,0.0838993732021816,0.0625482900970371,0.363636363636364,0.25,0,0.15,0.00838993732021816,0.00625482900970371,0.0363636363636364,0.00225031195629427,0.0190616939670459,0.472320408616898,0.436446422820349,9
"17031833000","West Loop",0.335068005934088,0.0808645981132696,0.1758043445629,0.090500310245017,3,39.0666666666667,1.8131611969697,"OK",18.9666666666667,1.8541716969697,"OK","Census Tract 8330, Cook County, Illinois","DP04_0134",2332,126,14135081.1689827,75212.3607232537,930643.685050949,0.00532097126462179,0.065839288358181,1,1,0,0.0844450703070433,0.259731834724057,0.272727272727273,0,0.15,0.15,0.00844450703070433,0.0259731834724057,0.0272727272727273,0.000266048563231089,0.0065839288358181,0.368540395174886,0.29140496476136,56
